update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,explained_var,learning_rate
2501,640256,222062,-0.009999999776482582,1.0077330443891697e-05,-0.003297615796327591,0.5530099868774414,0.9031786,0.00025
2502,640512,127540,-0.009999999776482582,3.4217880511278054e-06,-0.007644757628440857,0.5879380702972412,0.8928579,0.00025
2503,640768,89694,-0.009999999776482582,1.134840886152233e-06,-0.01024523377418518,0.5768187642097473,0.9229669,0.00025
2504,641024,69163,-0.009999999776482582,1.0113662938238122e-05,-0.0047429390251636505,0.633602499961853,0.87450576,0.00025
2505,641280,56304,-0.009999999776482582,1.5930131667118985e-06,-0.014811709523200989,0.7285534739494324,0.85266674,0.00025
2506,641536,47510,-0.009999999776482582,2.54162496275967e-05,-0.007446467876434326,0.7122607827186584,0.2276026,0.00025
2507,641792,41100,-0.009999999776482582,1.716298015708162e-06,-0.005735848098993301,0.6605904698371887,0.78913766,0.00025
2508,642048,36204,-0.009999999776482582,2.7897817744815256e-07,-0.0069260187447071075,0.7095863819122314,0.9298395,0.00025
2509,642304,32361,-0.009999999776482582,4.702760634245351e-05,-0.01815960928797722,0.7993782758712769,0.8243139,0.00025
2510,642560,29263,-0.009999999776482582,4.669950430979952e-05,0.0041997358202934265,0.8996299505233765,0.29797935,0.00025
2511,642816,26703,-0.009999999776482582,7.531930805271259e-06,-0.020241975784301758,0.8845692276954651,0.908509,0.00025
2512,643072,24553,-0.009999999776482582,5.731478722736938e-06,-0.0002473071217536926,0.8839114904403687,0.92017835,0.00025
2513,643328,22724,-0.009999999776482582,1.4659661246696487e-05,0.005000174045562744,0.9171930551528931,0.3944484,0.00025
2514,643584,21153,-0.009999999776482582,1.6474174117320217e-05,0.006136063486337662,1.0128719806671143,0.75890714,0.00025
2515,643840,19784,-0.009999999776482582,1.631643681321293e-05,-0.021763920783996582,1.0682785511016846,0.90924627,0.00025
2516,644096,18583,-0.009999999776482582,2.916194534918759e-05,-0.007661059498786926,1.0172030925750732,0.39641428,0.00025
2517,644352,17517,-0.009999999776482582,1.5703374174336204e-06,0.007152333855628967,0.9543039798736572,0.8145534,0.00025
2518,644608,16570,-0.009999999776482582,9.637580660637468e-06,0.0011485368013381958,0.9335932731628418,0.730698,0.00025
2519,644864,15720,-0.009999999776482582,4.694679319072748e-06,-0.001721411943435669,0.9762982130050659,0.8177914,0.00025
2520,645120,14954,-0.009999999776482582,1.1536050124050234e-06,-0.005944671109318733,0.9941829442977905,0.9504003,0.00025
2521,645376,14261,-0.009999999776482582,1.1279609680059366e-05,-0.005665633827447891,0.9847325086593628,0.060221493,0.00025
2522,645632,13624,-0.009999999776482582,5.925572850173921e-07,-0.03132794052362442,0.8586446046829224,0.9814064,0.00025
2523,645888,13047,-0.009999999776482582,1.1214437108719721e-05,-0.002912309020757675,0.7966396808624268,0.9721553,0.00025
2524,646144,12516,-0.009999999776482582,1.1473155154817505e-06,-0.005063217133283615,0.8632044792175293,-0.4324038,0.00025
2525,646400,12025,-0.009999999776482582,1.0615496648824774e-05,-0.0029507726430892944,0.8764188289642334,0.70675683,0.00025
2526,646656,11573,-0.009999999776482582,4.678267032431904e-06,-0.009939264506101608,0.8793596029281616,0.9228178,0.00025
2527,646912,11155,-0.009999999776482582,4.5686124394705985e-06,0.006845064461231232,0.8916827440261841,0.9519266,0.00025
2528,647168,10767,-0.009999999776482582,8.706140761205461e-06,-0.0059682950377464294,0.8753262758255005,0.53797376,0.00025
2529,647424,10403,-0.009999999776482582,4.888933631264081e-07,-0.00020418688654899597,0.8970515131950378,0.82076305,0.00025
2530,647680,10065,-0.009999999776482582,2.1507473491055862e-07,0.003943435847759247,0.9585764408111572,0.75886744,0.00025
2531,647936,9747,-0.009999999776482582,6.293842034210684e-06,-0.013853779062628746,0.9906010031700134,0.8635773,0.00025
2532,648192,9447,0.18531247973442078,879.89990234375,0.008397161960601807,1.0657808780670166,-3.6478043e-05,0.00025
2533,648448,9167,-0.009999999776482582,0.00015058448479976505,-0.01470283791422844,0.989325225353241,0.5406337,0.00025
2534,648704,8902,0.18531247973442078,902.5594482421875,-0.022585444152355194,0.9788745641708374,0.0003785491,0.00025
2535,648960,8654,-0.009999999776482582,0.0015230062417685986,0.0009388253092765808,0.9197156429290771,0.93898076,0.00025
2536,649216,8417,0.18531247973442078,1018.3587036132812,0.00020692497491836548,0.9260218739509583,0.0020474195,0.00025
2537,649472,8195,-0.009999999776482582,0.0037569247651845217,-0.0063276588916778564,0.918932318687439,0.9750271,0.00025
2538,649728,7983,0.18531247973442078,1062.0548095703125,0.013176515698432922,0.96799635887146,0.0090299845,0.00025
2539,649984,7783,-0.009999999776482582,0.0006231123115867376,-0.012864777818322182,0.9606120586395264,0.97947526,0.00025
2540,650240,7592,0.23414060473442078,927.5892333984375,-0.027288049459457397,1.0628790855407715,0.019116282,0.00025
2541,650496,7412,-0.009999999776482582,0.007636911701411009,-0.02357400953769684,0.9903448820114136,0.9834608,0.00025
2542,650752,7240,-0.009999999776482582,0.1036427915096283,-0.04180467128753662,0.9877916574478149,0.68331194,0.00025
2543,651008,7076,-0.009999999776482582,0.00022616033675149083,-0.01168036088347435,0.9923337697982788,0.9872365,0.00025
2544,651264,6919,-0.009999999776482582,0.0023750460240989923,-0.022554412484169006,0.9937354326248169,0.9745219,0.00025
2545,651520,6769,-0.009999999776482582,0.0015406063757836819,-0.0031980685889720917,0.9721253514289856,0.9587757,0.00025
2546,651776,6626,-0.009999999776482582,0.0005617216229438782,-0.019809067249298096,1.0215083360671997,0.9377869,0.00025
2547,652032,6489,-0.009999999776482582,0.0001724918547552079,-0.039557479321956635,1.0272796154022217,0.8869945,0.00025
2548,652288,6357,-0.009999999776482582,0.004207808990031481,-0.0038221850991249084,1.1147680282592773,0.84580076,0.00025
2549,652544,6231,-0.009999999776482582,0.002816735999658704,6.206333637237549e-06,1.166094183921814,0.28378308,0.00025
2550,652800,6110,-0.009999999776482582,8.592127414885908e-05,-0.020029835402965546,1.2205891609191895,0.8508484,0.00025
2551,653056,5993,0.18531247973442078,629.90673828125,-0.009084824472665787,1.2065112590789795,0.00036466122,0.00025
2552,653312,5881,-0.009999999776482582,0.001166946953162551,-0.004425905644893646,1.1295924186706543,0.95859915,0.00025
2553,653568,5774,-0.009999999776482582,0.00013476811000145972,-0.009324431419372559,1.0291725397109985,0.9771725,0.00025
2554,653824,5669,-0.009999999776482582,0.0005557158146984875,-0.0022444352507591248,0.986052393913269,0.9786619,0.00025
2555,654080,5570,-0.009999999776482582,0.00013196463987696916,-0.013794396072626114,1.0141074657440186,0.9826641,0.00025
2556,654336,5473,-0.009999999776482582,9.767145093064755e-05,-0.0009026452898979187,1.05678391456604,0.98252165,0.00025
2557,654592,5380,-0.009999999776482582,0.00012711742601823062,0.0003909692168235779,1.098361849784851,0.97631603,0.00025
2558,654848,5290,-0.009999999776482582,0.0006610250566154718,-0.044362813234329224,1.1662285327911377,0.9795953,0.00025
2559,655104,5203,-0.009999999776482582,8.504479774273932e-05,0.005679771304130554,1.2103919982910156,0.9807494,0.00025
2560,655360,5119,-0.009999999776482582,0.00014933859347365797,-0.011437751352787018,1.2011210918426514,0.97705084,0.00025
2561,655616,5038,-0.009999999776482582,0.000673809030558914,0.017253458499908447,1.1394338607788086,0.9737791,0.00025
2562,655872,4959,-0.009999999776482582,0.0013768419157713652,0.001978820189833641,1.1675074100494385,0.35138595,0.00025
2563,656128,4882,-0.009999999776482582,0.0006103935884311795,-0.02172350510954857,1.176073431968689,0.9636674,0.00025
2564,656384,4809,-0.009999999776482582,0.0003698206564877182,-0.006057132035493851,1.1644740104675293,0.9642025,0.00025
2565,656640,4737,-0.009999999776482582,9.040816803462803e-05,-0.004513002932071686,1.1924002170562744,0.96529144,0.00025
2566,656896,4667,-0.009999999776482582,7.339236617553979e-05,-0.004329431802034378,1.1982914209365845,0.9578386,0.00025
2567,657152,4599,0.18531247973442078,977.604736328125,-0.00665678083896637,1.1853022575378418,-0.00032627583,0.00025
