update,global_step,fps,mean_reward,val_loss,total_loss,entropy,lr
1251,960768,748307,0.16625003516674042,11.184707641601562,2.8883302211761475,0.5104302763938904,0.0003
1252,961536,460786,0.06859378516674042,356.191162109375,125.98036193847656,0.20830756425857544,0.0003
1253,962304,332403,0.10114586353302002,92.06063842773438,15.270244598388672,0.05210832506418228,0.0003
1254,963072,255703,0.14671877026557922,318.8719482421875,87.2375717163086,0.05117008090019226,0.0003
1255,963840,205801,0.15322920680046082,279.2199401855469,184.36207580566406,0.1855192482471466,0.0003
1256,964608,176084,0.16625002026557922,32.0318717956543,22.17519187927246,0.30325406789779663,0.0003
1257,965376,152758,0.08812503516674042,294.85137939453125,133.6463165283203,0.1990308165550232,0.0003
1258,966144,136376,0.16625003516674042,43.87720489501953,21.64886474609375,0.24035793542861938,0.0003
1259,966912,121677,0.04906251281499863,319.22723388671875,190.168701171875,0.29899683594703674,0.0003
1260,967680,110987,0.04255211353302002,87.06428527832031,27.99220085144043,0.023045917972922325,0.0003
1261,968448,101532,0.2508854269981384,170.73590087890625,72.42364501953125,0.08974218368530273,0.0003
1262,969216,93003,0.049062490463256836,288.3525390625,247.8574676513672,0.053414881229400635,0.0003
1263,969984,86623,0.20531252026557922,6.118208885192871,2.740800380706787,0.20732083916664124,0.0003
1264,970752,80811,0.02953125163912773,268.2581481933594,133.66729736328125,0.1966426819562912,0.0003
1265,971520,75955,0.20531253516674042,9.950023651123047,3.3616840839385986,0.18772533535957336,0.0003
1266,972288,70831,0.10765630006790161,254.45896911621094,185.734130859375,0.14201174676418304,0.0003
1267,973056,67000,0.24437503516674042,3.735743999481201,2.0563547611236572,0.16362273693084717,0.0003
1268,973824,63353,0.06859374046325684,271.00244140625,94.37293243408203,0.09886687248945236,0.0003
1269,974592,60383,0.06208335980772972,102.76106262207031,36.64842224121094,0.00993847381323576,0.0003
1270,975360,57408,0.17276042699813843,211.9024658203125,59.48859786987305,0.3664625883102417,0.0003
1271,976128,54951,0.08161462098360062,79.4049301147461,112.09959411621094,0.08992528915405273,0.0003
1272,976896,52545,0.15322916209697723,160.82632446289062,173.37939453125,0.4291478097438812,0.0003
1273,977664,50448,0.062083370983600616,85.4132080078125,60.26778793334961,0.14990627765655518,0.0003
1274,978432,48496,0.09463541209697723,147.59347534179688,131.4950408935547,0.40791237354278564,0.0003
1275,979200,46722,0.10765626281499863,6.705697536468506,2.147780179977417,0.6708536148071289,0.0003
1276,979968,45080,0.16625003516674042,3.6333024501800537,1.013787865638733,0.45861971378326416,0.0003
1277,980736,43505,-0.09416668117046356,82.65132904052734,20.078353881835938,0.5928198099136353,0.0003
1278,981504,41876,0.07510416209697723,172.82894897460938,162.85923767089844,0.6106691360473633,0.0003
1279,982272,40469,0.16625002026557922,5.324984550476074,1.1029061079025269,0.3615145683288574,0.0003
1280,983040,39053,-0.016041645780205727,76.79075622558594,78.74825286865234,0.6174238324165344,0.0003
1281,983808,37779,0.11416667699813843,187.78662109375,56.69669723510742,0.5416315793991089,0.0003
1282,984576,36687,0.14671877026557922,11.142291069030762,6.487400531768799,0.4872627556324005,0.0003
1283,985344,35631,-0.009531250223517418,265.13543701171875,102.23152923583984,0.2975538969039917,0.0003
1284,986112,34688,0.20531253516674042,18.80316162109375,10.378913879394531,0.24113117158412933,0.0003
1285,986880,33746,0.049062490463256836,224.8127899169922,94.35662078857422,0.2598591446876526,0.0003
1286,987648,32902,0.22484377026557922,14.326704025268555,7.458374500274658,0.09861882030963898,0.0003
1287,988416,32023,0.10765626281499863,255.3916473388672,101.08641052246094,0.18605607748031616,0.0003
1288,989184,31295,0.24437503516674042,2.6566953659057617,1.2181363105773926,4.146374266156272e-08,0.0003
1289,989952,30540,0.10765627026557922,229.90380859375,69.26714324951172,0.10905204713344574,0.0003
1290,990720,29831,0.08812501281499863,254.97152709960938,135.0772705078125,0.05008265748620033,0.0003
1291,991488,29168,0.24437503516674042,7.054884910583496,3.0965259075164795,0.08823265135288239,0.0003
1292,992256,28470,0.1467188000679016,244.0295867919922,78.03466033935547,0.10004523396492004,0.0003
1293,993024,27871,0.062083370983600616,100.76315307617188,19.366050720214844,0.08191929757595062,0.0003
1294,993792,27307,0.21182292699813843,187.5447998046875,128.28810119628906,0.0943988636136055,0.0003
1295,994560,26778,0.24437503516674042,4.967674255371094,2.819228410720825,0.0,0.0003
1296,995328,26226,0.10765627026557922,233.81381225585938,162.51727294921875,0.059006527066230774,0.0003
1297,996096,25707,0.14671878516674042,249.159423828125,143.5266571044922,0.09144528955221176,0.0003
1298,996864,25239,0.10114584863185883,72.85093688964844,45.859046936035156,0.05521315336227417,0.0003
1299,997632,24774,0.17276042699813843,188.302490234375,49.023128509521484,0.28891119360923767,0.0003
1300,998400,24342,0.08161461353302002,87.90678405761719,41.21674728393555,0.012376425787806511,0.0003
1301,999168,23914,0.23135420680046082,190.6173553466797,148.1632080078125,0.06505487859249115,0.0003
1302,999936,23513,0.04255210980772972,96.73641204833984,29.326066970825195,0.005259895697236061,0.0003
