update,global_step,fps,p1_reward,p2_reward,p1_val_loss,p2_val_loss,total_loss,entropy,lr
27,13824,705,-0.009999999776482582,-0.009999999776482582,0.0008707592496648431,0.0012945712078362703,-0.06593038141727448,1.3647645711898804,0.0003
28,14336,707,-0.009999999776482582,-0.009999999776482582,0.003376752370968461,0.0008285617223009467,-0.04274848848581314,1.4050685167312622,0.0003
29,14848,707,-0.009999999776482582,-0.009999999776482582,0.0020827031694352627,0.00011299965262878686,-0.03925589472055435,1.402084231376648,0.0003
30,15360,706,-0.009999999776482582,-0.009999999776482582,0.01633351296186447,0.017276857048273087,0.012049865908920765,1.3757977485656738,0.0003
31,15872,708,-0.009999999776482582,-0.009999999776482582,0.000520691042765975,0.00010921408829744905,0.0034155859611928463,1.3324447870254517,0.0003
32,16384,707,-0.009999999776482582,-0.009999999776482582,0.0007652387721464038,0.000507253163959831,-0.036519184708595276,1.37727952003479,0.0003
33,16896,705,-0.009999999776482582,-0.009999999776482582,0.0004082404193468392,0.003253412898629904,-0.044944144785404205,1.3323051929473877,0.0003
34,17408,704,-0.009999999776482582,-0.009999999776482582,0.0006277580978348851,0.000856627244502306,-0.08897693455219269,1.4073312282562256,0.0003
35,17920,704,-0.009999999776482582,-0.009999999776482582,0.000294206925900653,0.0006647648988291621,0.019967515021562576,1.3645298480987549,0.0003
36,18432,704,-0.009999999776482582,-0.009999999776482582,0.01691979356110096,0.02628359943628311,-0.053763777017593384,1.3194894790649414,0.0003
37,18944,705,-0.009999999776482582,-0.009999999776482582,0.00042708334513008595,0.00029536912916228175,-0.06814772635698318,1.3012819290161133,0.0003
38,19456,704,-0.009999999776482582,-0.009999999776482582,0.0006223946693353355,0.0007377561996690929,-0.06165436655282974,1.296818494796753,0.0003
39,19968,705,-0.009999999776482582,-0.009999999776482582,0.0011949555482715368,0.0005327019607648253,-0.10670314729213715,1.3455311059951782,0.0003
40,20480,704,-0.009999999776482582,-0.009999999776482582,0.0009895565453916788,0.0003000330470968038,-0.02003195509314537,1.2708396911621094,0.0003
41,20992,704,-0.009999999776482582,-0.009999999776482582,0.00033794454066082835,0.0005600902368314564,-0.03325168415904045,1.3496482372283936,0.0003
42,21504,704,-0.009999999776482582,-0.009999999776482582,0.00978059135377407,0.009076177142560482,-0.05118053779006004,1.4462945461273193,0.0003
43,22016,701,-0.009999999776482582,-0.009999999776482582,0.012356913648545742,0.002504305448383093,-0.04153502359986305,1.4197945594787598,0.0003
44,22528,701,-0.009999999776482582,-0.009999999776482582,0.014579180628061295,0.007000611629337072,-0.03143729269504547,1.3977888822555542,0.0003
45,23040,700,-0.009999999776482582,-0.009999999776482582,0.002917845966294408,0.000350109301507473,-0.06618914753198624,1.4063291549682617,0.0003
46,23552,700,-0.009999999776482582,-0.009999999776482582,0.0005717695457860827,0.0025467080995440483,-0.04264502599835396,1.3373327255249023,0.0003
47,24064,700,-0.009999999776482582,-0.009999999776482582,0.012516703456640244,0.011904790997505188,-0.01129282545298338,1.2904256582260132,0.0003
48,24576,700,-0.009999999776482582,-0.009999999776482582,0.0018805440049618483,0.001517714001238346,0.013058891519904137,1.346582293510437,0.0003
49,25088,700,-0.009999999776482582,-0.009999999776482582,0.0019597287755459547,0.0002632513933349401,-0.023722205311059952,1.370718240737915,0.0003
50,25600,701,-0.009999999776482582,-0.009999999776482582,0.0005482321139425039,0.000976549054030329,-0.019793108105659485,1.1829586029052734,0.0003
51,26112,701,-0.009999999776482582,-0.009999999776482582,0.0006981551414355636,0.000655416282825172,-0.03690734878182411,1.2849187850952148,0.0003
52,26624,701,-0.009999999776482582,-0.009999999776482582,0.00014977710088714957,0.0005219894810579717,-0.04001133143901825,1.2697161436080933,0.0003
53,27136,700,-0.009999999776482582,-0.009999999776482582,0.016676194965839386,0.015581419691443443,-0.030507080256938934,1.3462090492248535,0.0003
54,27648,701,-0.009999999776482582,-0.009999999776482582,0.002557789906859398,0.007731322199106216,-0.05772561952471733,1.2428667545318604,0.0003
55,28160,701,-0.009999999776482582,-0.009999999776482582,0.0018882076255977154,0.0021610879339277744,-0.05278487130999565,1.2464827299118042,0.0003
56,28672,701,-0.009999999776482582,-0.009999999776482582,0.00021036701218690723,0.0008655382553115487,-0.05947010591626167,1.069589376449585,0.0003
57,29184,700,-0.009999999776482582,-0.009999999776482582,0.0021006138995289803,0.004667915403842926,-0.0781535655260086,1.1516296863555908,0.0003
58,29696,701,-0.009999999776482582,-0.009999999776482582,0.000860022846609354,0.0006294056074693799,-0.06202675402164459,1.3386437892913818,0.0003
59,30208,700,-0.009999999776482582,-0.009999999776482582,0.026206903159618378,0.021879129111766815,-0.05626809224486351,1.2864651679992676,0.0003
60,30720,699,-0.009999999776482582,-0.009999999776482582,0.00027066998882219195,0.0003094598650932312,-0.03700860217213631,1.2795089483261108,0.0003
61,31232,700,-0.009999999776482582,-0.009999999776482582,0.0014125556917861104,0.00023779892944730818,-0.006631873548030853,1.3971984386444092,0.0003
62,31744,700,-0.009999999776482582,-0.009999999776482582,0.00044021301437169313,0.0004936950863339007,-0.04362604767084122,1.3881680965423584,0.0003
63,32256,700,-0.009999999776482582,-0.009999999776482582,0.00021299459331203252,0.0006368208560161293,-0.06686513125896454,1.3318514823913574,0.0003
64,32768,701,-0.10765625536441803,0.18531250953674316,10.450763702392578,41.397613525390625,2.4578018188476562,1.0488200187683105,0.0003
65,33280,700,-0.009999999776482582,-0.009999999776482582,0.028677573427557945,0.02144492417573929,-0.028913436457514763,1.4471591711044312,0.0003
66,33792,700,0.08765625953674316,0.08765625953674316,46.42072296142578,46.266517639160156,21.454317092895508,1.1246392726898193,0.0003
67,34304,700,0.8689062595367432,-0.4982812702655792,474.78973388671875,318.6656494140625,71.30250549316406,0.2891862988471985,0.0003
68,34816,700,-0.009999999776482582,-0.009999999776482582,0.00039587050559930503,0.0998353436589241,-0.0663965493440628,1.3973125219345093,0.0003
69,35328,697,-0.009999999776482582,-0.009999999776482582,0.0003798516991082579,0.006636799778789282,-0.06107904389500618,1.3977742195129395,0.0003
70,35840,697,-0.009999999776482582,-0.009999999776482582,0.00233848812058568,0.0007040711352601647,-0.05635816976428032,1.3946901559829712,0.0003
71,36352,698,-0.009999999776482582,-0.009999999776482582,0.0010916180908679962,0.00028356080292724073,-0.044011812657117844,1.3973338603973389,0.0003
72,36864,699,-0.009999999776482582,-0.009999999776482582,0.00037571770371869206,0.002858257619664073,-0.06455480307340622,1.3239083290100098,0.0003
73,37376,703,-0.009999999776482582,-0.009999999776482582,0.01946607232093811,0.014240972697734833,-0.02282296121120453,1.3129247426986694,0.0003
74,37888,707,-0.009999999776482582,-0.009999999776482582,0.0004508100391831249,0.003864977741613984,0.05638701841235161,1.3717225790023804,0.0003
75,38400,711,-0.009999999776482582,-0.009999999776482582,0.00025709508918225765,0.0005633749533444643,-0.023227354511618614,1.235053539276123,0.0003
76,38912,714,-0.009999999776482582,-0.009999999776482582,0.0002531017526052892,0.0001835270959418267,-0.08734095841646194,1.250821590423584,0.0003
77,39424,718,-0.009999999776482582,-0.009999999776482582,0.0005093714571557939,0.0009441176080144942,-0.040843330323696136,1.2886930704116821,0.0003
78,39936,722,-0.009999999776482582,-0.009999999776482582,0.0025948910042643547,0.0018856858368963003,-0.00039910199120640755,1.3263484239578247,0.0003
79,40448,725,-0.009999999776482582,-0.009999999776482582,0.010489735752344131,0.019230257719755173,-0.08810117095708847,1.3781101703643799,0.0003
80,40960,729,-0.009999999776482582,-0.009999999776482582,0.0014143253210932016,0.005142855923622847,-0.07885594666004181,1.3063340187072754,0.0003
81,41472,732,-0.009999999776482582,-0.009999999776482582,0.0011626024497672915,0.0025604038964957,-0.07283636182546616,1.227677345275879,0.0003
82,41984,735,-0.009999999776482582,-0.009999999776482582,0.0005515714292414486,3.592428402043879e-05,-0.07812805473804474,1.273177146911621,0.0003
83,42496,739,-0.009999999776482582,-0.009999999776482582,0.0009995070286095142,4.566210918710567e-05,-0.07214652746915817,1.2115843296051025,0.0003
84,43008,742,-0.009999999776482582,-0.009999999776482582,2.0705429051304236e-05,0.00015077022544573992,-0.07329428195953369,1.1584219932556152,0.0003
85,43520,745,-0.009999999776482582,-0.009999999776482582,0.01570439711213112,0.015513754449784756,-0.03809257969260216,1.2496073246002197,0.0003
86,44032,748,-0.009999999776482582,-0.009999999776482582,0.0003195606986992061,0.0005055696237832308,-0.05203872174024582,1.3920023441314697,0.0003
87,44544,751,-0.009999999776482582,-0.009999999776482582,0.0001828225504141301,0.0002714451984502375,-0.05630117282271385,1.4655420780181885,0.0003
88,45056,755,-0.009999999776482582,-0.009999999776482582,9.757324733072892e-05,6.649580609519035e-05,-0.06108498200774193,1.447182059288025,0.0003
89,45568,758,-0.009999999776482582,-0.009999999776482582,0.0002237194566987455,0.0005194314289838076,-0.02653522603213787,1.4675114154815674,0.0003
90,46080,761,-0.009999999776482582,-0.009999999776482582,0.00011969948536716402,1.2376931408653036e-05,-0.043652746826410294,1.471103549003601,0.0003
91,46592,763,-0.009999999776482582,-0.009999999776482582,0.016596663743257523,0.017030805349349976,0.009580135345458984,1.4416673183441162,0.0003
92,47104,766,-0.009999999776482582,-0.009999999776482582,0.0005695981089957058,0.0009490972734056413,-0.03450362756848335,1.4549891948699951,0.0003
93,47616,769,-0.009999999776482582,-0.009999999776482582,0.000339672842528671,0.00015964143676683307,-0.04235905036330223,1.4089293479919434,0.0003
94,48128,772,-0.009999999776482582,-0.009999999776482582,0.00012250266445335,0.00011880191595992073,-0.034012287855148315,1.5145092010498047,0.0003
95,48640,775,-0.009999999776482582,-0.009999999776482582,6.124823994468898e-05,5.368716301745735e-05,-0.043334003537893295,1.5318689346313477,0.0003
96,49152,777,-0.009999999776482582,-0.009999999776482582,0.00027704922831617296,0.0033601841423660517,-0.05903321132063866,1.5056004524230957,0.0003
97,49664,780,-0.009999999776482582,-0.009999999776482582,0.022732578217983246,0.017726201564073563,-0.06719647347927094,1.4096742868423462,0.0003
98,50176,783,0.18531250953674316,-0.10765625536441803,41.203922271728516,10.528340339660645,12.743002891540527,1.2509586811065674,0.0003
99,50688,785,-0.009999999776482582,-0.009999999776482582,0.004617220256477594,0.008557459339499474,-0.08627016097307205,1.390453815460205,0.0003
100,51200,788,-0.10765625536441803,0.18531250953674316,10.551858901977539,41.51667785644531,2.3391013145446777,1.312295913696289,0.0003
101,51712,791,-0.009999999776482582,-0.009999999776482582,0.01458384282886982,0.01207946240901947,-0.06553690880537033,1.3905606269836426,0.0003
102,52224,793,-0.009999999776482582,-0.009999999776482582,0.0021727546118199825,0.0026299026794731617,-0.09125456213951111,1.4034857749938965,0.0003
103,52736,795,0.38062500953674316,-0.20531250536441803,83.51702880859375,20.785720825195312,30.186994552612305,1.2052435874938965,0.0003
104,53248,798,-0.009999999776482582,-0.009999999776482582,0.021992336958646774,0.007605999708175659,-0.06038576737046242,1.0714020729064941,0.0003
105,53760,800,-0.009999999776482582,-0.009999999776482582,0.010408088564872742,0.010646689683198929,-0.05727241933345795,1.4318259954452515,0.0003
106,54272,802,-0.009999999776482582,-0.009999999776482582,0.0036230874247848988,0.0038429175037890673,-0.02386409416794777,1.4137113094329834,0.0003
107,54784,805,-0.009999999776482582,-0.009999999776482582,0.003467987524345517,0.0010494786547496915,-0.05738972872495651,1.4422080516815186,0.0003
108,55296,806,-0.009999999776482582,-0.009999999776482582,0.012133393436670303,0.014472449198365211,-0.02886034920811653,1.4000937938690186,0.0003
109,55808,808,-0.009999999776482582,-0.009999999776482582,0.0016350556397810578,0.0006625731475651264,-0.02622152492403984,1.425302267074585,0.0003
110,56320,810,-0.009999999776482582,-0.009999999776482582,0.0007876565214246511,0.00016038838657550514,-0.035604219883680344,1.3979637622833252,0.0003
111,56832,812,-0.009999999776482582,-0.009999999776482582,0.0008375964825972915,0.001199247781187296,-0.03663726523518562,1.4745941162109375,0.0003
112,57344,815,-0.009999999776482582,-0.009999999776482582,0.0016545453108847141,0.00046309648314490914,-0.05205794423818588,1.4496403932571411,0.0003
113,57856,817,-0.009999999776482582,-0.009999999776482582,0.000838333391584456,0.0008726933738216758,-0.09149902313947678,1.4758515357971191,0.0003
114,58368,819,-0.009999999776482582,-0.009999999776482582,0.010377882048487663,0.010726876556873322,-0.017841549590229988,1.4547147750854492,0.0003
115,58880,821,-0.009999999776482582,-0.009999999776482582,0.0005065790610387921,0.0008979698759503663,-0.06458001583814621,1.4678243398666382,0.0003
116,59392,823,-0.009999999776482582,-0.009999999776482582,0.0006802734569646418,0.000518919201567769,-0.004620956722646952,1.473259687423706,0.0003
117,59904,825,-0.009999999776482582,-0.009999999776482582,0.00043875424307771027,0.0003860745928250253,-0.06308776885271072,1.498677372932434,0.0003
118,60416,827,-0.009999999776482582,-0.009999999776482582,0.0003624710952863097,0.0003077479777857661,-0.042106594890356064,1.4472765922546387,0.0003
119,60928,830,-0.009999999776482582,-0.009999999776482582,0.00030601356411352754,0.0004953370080329478,0.02078881673514843,1.4864073991775513,0.0003
120,61440,831,-0.009999999776482582,-0.009999999776482582,0.013921540230512619,0.013340139761567116,-0.028659841045737267,1.4425926208496094,0.0003
121,61952,833,-0.009999999776482582,-0.009999999776482582,0.0012706269044429064,0.0011051634792238474,-0.045641642063856125,1.4921313524246216,0.0003
122,62464,835,-0.009999999776482582,-0.009999999776482582,0.0013774067629128695,0.00023717779549770057,-0.06580217182636261,1.4431962966918945,0.0003
123,62976,837,-0.009999999776482582,-0.009999999776482582,0.0007202598499134183,0.00010344167822040617,-0.034317709505558014,1.4161229133605957,0.0003
124,63488,839,-0.009999999776482582,-0.009999999776482582,0.00015053148672450334,0.0001018754264805466,0.04330360144376755,1.4511021375656128,0.0003
125,64000,841,-0.009999999776482582,-0.009999999776482582,0.0001270369830308482,7.18756637070328e-05,-0.044592197984457016,1.3839079141616821,0.0003
126,64512,843,-0.009999999776482582,-0.009999999776482582,0.014703948050737381,0.014810601249337196,-0.016931729391217232,1.45807683467865,0.0003
127,65024,845,-0.009999999776482582,-0.009999999776482582,0.0007250591297633946,0.0007295227260328829,-0.09071291983127594,1.435366153717041,0.0003
128,65536,847,-0.009999999776482582,-0.009999999776482582,0.00015933538088575006,0.0001647273893468082,-0.05039483681321144,1.449101209640503,0.0003
129,66048,849,-0.009999999776482582,-0.009999999776482582,5.889459862373769e-05,9.1798254288733e-05,-0.06440732628107071,1.4761688709259033,0.0003
130,66560,851,-0.009999999776482582,-0.009999999776482582,0.00018731635645963252,6.340122490655631e-05,-0.0645122304558754,1.4324778318405151,0.0003
131,67072,852,-0.009999999776482582,-0.009999999776482582,3.371804632479325e-05,4.7410263505298644e-05,-0.052769243717193604,1.3922967910766602,0.0003
132,67584,854,-0.009999999776482582,-0.009999999776482582,0.015701964497566223,0.0171437319368124,0.03854198753833771,1.3492867946624756,0.0003
133,68096,856,-0.009999999776482582,-0.009999999776482582,0.0005675676511600614,0.00018745777197182178,-0.08266351372003555,1.4762561321258545,0.0003
134,68608,858,-0.009999999776482582,-0.009999999776482582,0.00011497905506985262,0.00012980523752048612,-0.006543763913214207,1.5218701362609863,0.0003
135,69120,859,-0.009999999776482582,-0.009999999776482582,0.00014998058031778783,0.00013046195090282708,-0.0440504364669323,1.4747246503829956,0.0003
136,69632,861,-0.009999999776482582,-0.009999999776482582,0.00015850717318244278,6.327740265987813e-05,-0.06340042501688004,1.4420678615570068,0.0003
137,70144,863,-0.009999999776482582,-0.009999999776482582,0.0001022196956910193,0.00010619369277264923,-0.07169909030199051,1.4796254634857178,0.0003
138,70656,864,-0.009999999776482582,-0.009999999776482582,0.014212889596819878,0.01446625217795372,-0.017179593443870544,1.4746742248535156,0.0003
139,71168,866,-0.009999999776482582,-0.009999999776482582,0.0009573965799063444,0.0004702846345026046,-0.092244952917099,1.4660530090332031,0.0003
140,71680,867,-0.009999999776482582,-0.009999999776482582,6.989577377680689e-05,0.0011519241379573941,-0.0356285460293293,1.498684287071228,0.0003
141,72192,869,-0.009999999776482582,-0.009999999776482582,7.139267108868808e-05,0.0009160005138255656,-0.0011618740390986204,1.5021328926086426,0.0003
142,72704,871,-0.009999999776482582,-0.009999999776482582,8.07027900009416e-05,0.00010538892820477486,-0.07397070527076721,1.536540150642395,0.0003
143,73216,872,-0.009999999776482582,-0.009999999776482582,4.286794865038246e-05,9.93416178971529e-05,-0.07833231985569,1.5477471351623535,0.0003
144,73728,874,-0.009999999776482582,-0.009999999776482582,0.015214797109365463,0.01454408373683691,-0.02041338011622429,1.5110005140304565,0.0003
145,74240,875,-0.009999999776482582,-0.009999999776482582,0.0013406090438365936,0.0010767291532829404,-0.05782182514667511,1.5482714176177979,0.0003
146,74752,877,-0.009999999776482582,-0.009999999776482582,0.0005365392426028848,0.0005764956586062908,-0.06784386187791824,1.547499656677246,0.0003
147,75264,878,-0.009999999776482582,-0.009999999776482582,0.0002910215698648244,0.00038677488919347525,-0.018470803275704384,1.543848991394043,0.0003
148,75776,880,-0.009999999776482582,-0.009999999776482582,0.00020657354616560042,0.00022101883951108903,-0.03503476828336716,1.5195494890213013,0.0003
149,76288,881,-0.009999999776482582,-0.009999999776482582,0.013200966641306877,0.013423871248960495,-0.03911762312054634,1.5168472528457642,0.0003
150,76800,882,-0.009999999776482582,-0.009999999776482582,0.00195758743211627,0.0002116060204571113,-0.0443146713078022,1.5411831140518188,0.0003
151,77312,884,-0.009999999776482582,-0.009999999776482582,0.0004566586285363883,0.00021952319366391748,-0.04945681616663933,1.4829370975494385,0.0003
152,77824,885,-0.009999999776482582,-0.009999999776482582,0.0002498721005395055,0.000341567094437778,-0.0400097593665123,1.5000323057174683,0.0003
153,78336,887,-0.009999999776482582,-0.009999999776482582,0.000226124408072792,0.00016720501298550516,-0.07630201429128647,1.4824104309082031,0.0003
154,78848,888,-0.009999999776482582,-0.009999999776482582,0.00023197705741040409,0.0003408527700230479,-0.038785841315984726,1.4159433841705322,0.0003
155,79360,889,-0.009999999776482582,-0.009999999776482582,0.013666963204741478,0.013240598142147064,-0.03880804777145386,1.4519834518432617,0.0003
156,79872,890,-0.009999999776482582,-0.009999999776482582,0.0002856964711099863,0.0002686633088160306,-0.026076599955558777,1.447778344154358,0.0003
157,80384,891,-0.009999999776482582,-0.009999999776482582,0.00034061275073327124,0.00012710648297797889,-0.07310741394758224,1.4801509380340576,0.0003
158,80896,892,-0.009999999776482582,-0.009999999776482582,0.000130114407511428,9.345904254587367e-05,-0.01537902932614088,1.4395010471343994,0.0003
159,81408,894,-0.009999999776482582,-0.009999999776482582,0.000125889724586159,7.921282667666674e-05,-0.034021180123090744,1.4680416584014893,0.0003
160,81920,895,-0.009999999776482582,-0.009999999776482582,0.00010643857240211219,5.8736131904879585e-05,-0.050759050995111465,1.405608892440796,0.0003
161,82432,896,-0.009999999776482582,-0.009999999776482582,0.01396285742521286,0.014840797521173954,-0.009521635249257088,1.397162914276123,0.0003
162,82944,897,-0.009999999776482582,-0.009999999776482582,0.00045228871749714017,0.000455449684523046,-0.03630262613296509,1.3722238540649414,0.0003
163,83456,898,-0.009999999776482582,-0.009999999776482582,0.00015997985610738397,0.00014634974650107324,-0.01258982066065073,1.368842363357544,0.0003
164,83968,900,-0.009999999776482582,-0.009999999776482582,6.414747622329742e-05,0.00010499083145987242,-0.04101668670773506,1.3563916683197021,0.0003
165,84480,901,-0.009999999776482582,-0.009999999776482582,0.00010438804747536778,0.00011496276420075446,-0.028325265273451805,1.3734394311904907,0.0003
166,84992,902,-0.009999999776482582,-0.009999999776482582,5.304604201228358e-05,7.871842535678297e-05,-0.060084935277700424,1.3471856117248535,0.0003
167,85504,903,-0.009999999776482582,-0.009999999776482582,0.015301499515771866,0.016261590644717216,-0.0006623538210988045,1.4124810695648193,0.0003
168,86016,904,-0.009999999776482582,-0.009999999776482582,0.0005747455870732665,0.0006895969272591174,-0.04676723852753639,1.3983464241027832,0.0003
169,86528,906,-0.009999999776482582,-0.009999999776482582,0.00019010035612154752,0.00033486110623925924,-0.035055872052907944,1.2726755142211914,0.0003
170,87040,907,-0.009999999776482582,-0.009999999776482582,0.0003289071028120816,0.00021481848671101034,-0.03228979557752609,1.31389582157135,0.0003
171,87552,908,-0.009999999776482582,-0.009999999776482582,0.0003232541203033179,0.00015918425924610347,-0.08924631029367447,1.432572841644287,0.0003
172,88064,910,-0.009999999776482582,-0.009999999776482582,9.180985944112763e-05,6.68895008857362e-05,-0.04031893610954285,1.439151406288147,0.0003
173,88576,911,-0.20531250536441803,0.38062500953674316,21.12268829345703,84.07383728027344,11.489940643310547,0.9622954726219177,0.0003
174,89088,912,-0.009999999776482582,-0.009999999776482582,0.004780417308211327,0.004452929832041264,-0.07094420492649078,1.1245704889297485,0.0003
175,89600,913,-0.009999999776482582,-0.009999999776482582,0.0012490677181631327,0.0006414992967620492,-0.04045522212982178,1.380444049835205,0.0003
176,90112,914,-0.009999999776482582,-0.009999999776482582,0.000359879806637764,0.00033981638262048364,-0.06501269340515137,1.408613681793213,0.0003
177,90624,915,-0.009999999776482582,-0.009999999776482582,0.0015610731206834316,0.00022761922446079552,-0.05115295201539993,1.3814420700073242,0.0003
178,91136,916,-0.009999999776482582,-0.009999999776482582,0.00015191183774732053,0.0001933843595907092,-0.008470802567899227,1.2941741943359375,0.0003
179,91648,917,-0.009999999776482582,-0.009999999776482582,0.012944591231644154,0.014526487328112125,-0.039890266954898834,1.433712363243103,0.0003
180,92160,918,-0.009999999776482582,-0.009999999776482582,0.00017206081247422844,0.00015450853970833123,-0.03082561306655407,1.466139316558838,0.0003
181,92672,920,-0.009999999776482582,-0.009999999776482582,0.0016993817407637835,0.00024994765408337116,-0.09055417031049728,1.4628549814224243,0.0003
182,93184,921,-0.009999999776482582,-0.009999999776482582,0.00015691631415393203,0.00018439290579408407,-0.02685989812016487,1.479429841041565,0.0003
183,93696,922,-0.009999999776482582,-0.009999999776482582,3.971287151216529e-05,0.0001290049694944173,-0.021309254691004753,1.4806756973266602,0.0003
184,94208,923,-0.009999999776482582,-0.009999999776482582,2.6359368348494172e-05,1.0187346560996957e-05,-0.02145697921514511,1.45603346824646,0.0003
185,94720,924,-0.009999999776482582,-0.009999999776482582,0.015637759119272232,0.017187263816595078,-0.041506290435791016,1.4264593124389648,0.0003
186,95232,925,-0.009999999776482582,-0.009999999776482582,0.0001253854570677504,0.0006598543259315193,-0.08281869441270828,1.4169167280197144,0.0003
187,95744,926,-0.009999999776482582,-0.009999999776482582,3.966725125792436e-05,0.0001073227176675573,-0.06107394024729729,1.3925114870071411,0.0003
188,96256,927,-0.009999999776482582,-0.009999999776482582,0.00016048981342464685,0.0002373713068664074,-0.11448921263217926,1.4094796180725098,0.0003
189,96768,928,-0.009999999776482582,-0.009999999776482582,0.00035303071490488946,0.00014029974408913404,-0.1013307124376297,1.3841649293899536,0.0003
190,97280,929,-0.009999999776482582,-0.009999999776482582,0.014353699050843716,0.014273550361394882,-0.051526691764593124,1.4099571704864502,0.0003
191,97792,930,-0.009999999776482582,-0.009999999776482582,0.0008943984284996986,0.00037517963210120797,-0.057489700615406036,1.3286151885986328,0.0003
192,98304,931,-0.009999999776482582,-0.009999999776482582,0.00029082089895382524,0.0003025837941095233,-0.040807709097862244,1.3652153015136719,0.0003
193,98816,932,-0.009999999776482582,-0.009999999776482582,0.0002261853514937684,0.000248507596552372,-0.040057793259620667,1.4581198692321777,0.0003
194,99328,933,-0.009999999776482582,-0.009999999776482582,0.00023751369735691696,0.00015501098823733628,-0.04937148466706276,1.3885571956634521,0.0003
195,99840,934,-0.009999999776482582,-0.009999999776482582,0.00021303421817719936,0.00017746028606779873,-0.032517071813344955,1.3852213621139526,0.0003
196,100352,935,-0.009999999776482582,-0.009999999776482582,0.01332707516849041,0.014173505827784538,0.022718481719493866,1.3131967782974243,0.0003
197,100864,935,-0.009999999776482582,-0.009999999776482582,0.0006420677527785301,0.0008368429262191057,-0.05555453151464462,1.2710281610488892,0.0003
198,101376,936,-0.009999999776482582,-0.009999999776482582,0.0002392389578744769,0.00043032271787524223,-0.05668789893388748,1.4227981567382812,0.0003
