update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,explained_var,learning_rate
6251,1600256,586757,-0.009999999776482582,0.000634655705653131,-0.019106358289718628,0.6906607151031494,0.3645358,0.00025
6252,1600512,330180,-0.009999999776482582,0.00031839439179748297,0.008540987968444824,0.6212815046310425,0.65146863,0.00025
6253,1600768,229640,-0.009999999776482582,0.00026306984364055097,-0.01660246029496193,0.5875436067581177,0.10696101,0.00025
6254,1601024,176057,-0.009999999776482582,3.5053997180511942e-06,-0.0032955780625343323,0.5882474184036255,0.94385105,0.00025
6255,1601280,142857,-0.009999999776482582,5.120794412505347e-06,-0.0037818849086761475,0.6072902679443359,0.9079536,0.00025
6256,1601536,120119,-0.009999999776482582,3.971509795519523e-05,-0.0030192285776138306,0.5962086915969849,0.9681174,0.00025
6257,1601792,103668,-0.009999999776482582,5.5578020692337304e-06,0.009375661611557007,0.5395519733428955,0.8285184,0.00025
6258,1602048,91160,-0.009999999776482582,8.773681656748522e-07,0.0019394680857658386,0.48634040355682373,0.8933595,0.00025
6259,1602304,81384,-0.009999999776482582,3.159794459861587e-06,-0.006093811243772507,0.4745546281337738,0.9701737,0.00025
6260,1602560,73497,-0.009999999776482582,1.2639013675652677e-06,-0.005234390497207642,0.4308391809463501,0.97347057,0.00025
6261,1602816,67007,-0.009999999776482582,7.5664247560780495e-06,-0.004581019282341003,0.4463292062282562,0.9667211,0.00025
6262,1603072,61573,-0.009999999776482582,1.1782371075241826e-05,0.013173097744584084,0.49640142917633057,0.9555076,0.00025
6263,1603328,56946,-0.009999999776482582,5.808173227705993e-06,-0.004250627011060715,0.5273836851119995,0.939548,0.00025
6264,1603584,52976,-0.009999999776482582,4.990343313693302e-06,0.01069825142621994,0.589985191822052,0.95233727,0.00025
6265,1603840,49516,-0.009999999776482582,4.688105400418863e-05,-0.007033698260784149,0.6646298170089722,0.94403785,0.00025
