update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,explained_var,learning_rate
4376,1120256,380401,-0.009999999776482582,0.00020467815920710564,-0.004243861883878708,0.9840667247772217,0.98684984,0.00025
4377,1120512,220715,-0.009999999776482582,2.4141127141774632e-05,-0.0030968934297561646,0.8505538702011108,0.97833645,0.00025
4378,1120768,155809,-0.009999999776482582,0.0011852695606648922,0.19346237182617188,0.9886369109153748,0.4798745,0.00025
4379,1121024,120338,-0.009999999776482582,0.0018562490586191416,-0.047088757157325745,0.9439525008201599,0.811113,0.00025
4380,1121280,98002,-0.009999999776482582,2.6421694201417267e-06,-0.013978246599435806,0.8731505274772644,0.9751507,0.00025
4381,1121536,82720,-0.009999999776482582,8.114500087685883e-05,-0.010399721562862396,0.8781177997589111,0.9848121,0.00025
4382,1121792,71584,-0.009999999776482582,0.0012977728620171547,-0.01107826828956604,0.8475711345672607,0.33370382,0.00025
4383,1122048,63030,0.18531247973442078,696.36083984375,-0.0021390318870544434,0.9421922564506531,0.00097060204,0.00025
4384,1122304,56354,-0.009999999776482582,0.016206027939915657,-0.015101879835128784,0.8797389268875122,0.6281154,0.00025
4385,1122560,50942,-0.009999999776482582,0.0017056766664609313,-0.023485548794269562,0.9738066792488098,0.9601305,0.00025
4386,1122816,46454,0.18531247973442078,663.8614501953125,0.009843282401561737,0.9614779949188232,-0.0060528517,0.00025
4387,1123072,42719,-0.009999999776482582,0.0024041796568781137,-0.015543915331363678,0.9104361534118652,0.8949418,0.00025
4388,1123328,39534,0.18531247973442078,771.7420043945312,0.005097612738609314,0.8318620324134827,0.0046494603,0.00025
4389,1123584,36796,-0.009999999776482582,0.0187182929366827,-0.01460963487625122,0.8922585248947144,0.36431402,0.00025
4390,1123840,34393,0.18531247973442078,1091.791015625,0.02256089821457863,0.9610065817832947,0.014493346,0.00025
4391,1124096,32294,0.18531247973442078,1291.545166015625,-0.009514093399047852,0.9303402900695801,0.0120360255,0.00025
4392,1124352,30451,-0.009999999776482582,0.06840141117572784,-0.02963031455874443,0.8290880918502808,0.5361297,0.00025
4393,1124608,28789,0.18531247973442078,620.475341796875,0.02080347016453743,0.8901805877685547,0.012192488,0.00025
4394,1124864,27298,0.18531247973442078,568.5704345703125,-0.009968720376491547,0.9450384378433228,0.022612572,0.00025
4395,1125120,25967,-0.009999999776482582,0.18496423959732056,-0.01864626258611679,0.8467718362808228,0.57239586,0.00025
4396,1125376,24763,-0.009999999776482582,0.0034619621001183987,-0.035088758915662766,0.9655284881591797,0.96656984,0.00025
4397,1125632,23664,-0.009999999776482582,0.033854350447654724,0.009104661643505096,0.9295682907104492,0.31953555,0.00025
4398,1125888,22662,-0.009999999776482582,0.0003302127297502011,-0.006412521004676819,0.9800991415977478,0.9693144,0.00025
4399,1126144,21740,-0.009999999776482582,0.03382274508476257,-0.018411606550216675,0.9996530413627625,0.3321817,0.00025
4400,1126400,20896,-0.009999999776482582,0.0028342632576823235,-0.012172514572739601,0.8894773125648499,0.79434025,0.00025
4401,1126656,20111,-0.009999999776482582,0.000847117742523551,-0.0052125342190265656,1.0088562965393066,0.93521357,0.00025
4402,1126912,19382,-0.009999999776482582,0.0013433233834803104,0.004110090434551239,0.8871225118637085,0.5511741,0.00025
4403,1127168,18707,-0.009999999776482582,0.0012798262760043144,-0.006774291396141052,0.9220932722091675,0.9942548,0.00025
4404,1127424,18078,-0.009999999776482582,0.00269066309556365,-0.012352757155895233,0.9306357502937317,0.5361434,0.00025
4405,1127680,17485,0.18531249463558197,962.5482177734375,-0.0036679357290267944,0.8964418768882751,0.0026907325,0.00025
4406,1127936,16932,-0.009999999776482582,0.007204856723546982,0.0003805197775363922,0.8783113956451416,0.96752733,0.00025
4407,1128192,16415,-0.009999999776482582,0.000499171088449657,-0.008076082915067673,0.8997474312782288,0.96723527,0.00025
4408,1128448,15925,-0.009999999776482582,0.0012782535050064325,-0.013711422681808472,0.9632167816162109,0.9682412,0.00025
4409,1128704,15467,-0.009999999776482582,0.003042142139747739,-0.016688790172338486,1.0213342905044556,0.70416856,0.00025
4410,1128960,15035,-0.009999999776482582,0.000488378806039691,-0.005647584795951843,0.8750147223472595,0.9816063,0.00025
4411,1129216,14620,-0.009999999776482582,0.0002870975877158344,-0.017252162098884583,0.8762900829315186,0.96530265,0.00025
4412,1129472,14232,-0.009999999776482582,0.00010442652273923159,0.006271243095397949,0.9252707958221436,0.967241,0.00025
4413,1129728,13864,-0.009999999776482582,0.00047030224232003093,0.014645025134086609,0.8785136938095093,0.52894664,0.00025
4414,1129984,13514,0.18531247973442078,548.5162353515625,0.013091214001178741,0.9509536027908325,0.00027954578,0.00025
4415,1130240,13185,-0.009999999776482582,0.0015785014256834984,-0.008108953014016151,0.9085220694541931,0.97792965,0.00025
