update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,explained_var,learning_rate
11876,3040256,1105352,-0.009999999776482582,0.00032463957904838026,0.014097094535827637,0.2381223738193512,0.14206886,0.00025
11877,3040512,622792,-0.009999999776482582,0.0003417353145778179,-0.0036434829235076904,0.20524582266807556,0.61561847,0.00025
11878,3040768,434805,-0.009999999776482582,0.0008539867121726274,-0.0027943961322307587,0.2141227424144745,-0.18500519,0.00025
11879,3041024,333515,-0.009999999776482582,0.00035669488715939224,-0.0010417252779006958,0.16516102850437164,-1.1352742,0.00025
11880,3041280,270654,-0.009999999776482582,0.0015092551475390792,0.013528715819120407,0.12278842180967331,-1.701416,0.00025
11881,3041536,227809,-0.009999999776482582,0.0005222226027399302,0.01009252667427063,0.06222205609083176,-1.0678239,0.00025
11882,3041792,196655,-0.009999999776482582,0.0009986902587115765,-0.0015439726412296295,0.05962749943137169,-2.4658222,0.00025
11883,3042048,172984,-0.009999999776482582,0.00032159354304894805,-0.0002645254135131836,0.06290975213050842,-0.12725604,0.00025
11884,3042304,154363,-0.009999999776482582,0.00035864271922037005,-0.004505714401602745,0.01777414232492447,-0.66708887,0.00025
11885,3042560,139375,-0.009999999776482582,0.00018382433336228132,-0.0013331174850463867,0.012369775213301182,-1.1895375,0.00025
11886,3042816,127067,-0.009999999776482582,0.00013317457342054695,-7.413327693939209e-05,0.014580121263861656,-0.7034364,0.00025
11887,3043072,116665,-0.009999999776482582,0.00010600491805234924,-2.755969762802124e-05,0.01295719388872385,-0.5419222,0.00025
11888,3043328,107891,-0.009999999776482582,0.0001246982137672603,-3.8936734199523926e-05,0.012758227065205574,-0.6908244,0.00025
11889,3043584,100271,-0.009999999776482582,0.00011720717884600163,-5.835294723510742e-05,0.01268814317882061,-1.48967,0.00025
11890,3043840,93744,-0.009999999776482582,7.895799353718758e-05,-0.002678077667951584,0.015586177818477154,-2.2262943,0.00025
11891,3044096,87997,-0.009999999776482582,0.0001160334941232577,2.3148953914642334e-05,0.018386797979474068,-5.9248037,0.00025
11892,3044352,82871,-0.009999999776482582,0.00011942176206503063,-5.5730342864990234e-05,0.012403730303049088,-1.3979876,0.00025
