update,global_step,fps,mean_reward,value_loss,policy_loss,entropy,learning_rate
1,512,683,-0.009999999776482582,0.0010072683217003942,-0.015856284648180008,1.5939114093780518,0.0003
2,1024,854,-0.009999999776482582,0.0007414801511913538,-0.04007856175303459,1.5806481838226318,0.0003
3,1536,938,-0.009999999776482582,0.0005830932641401887,-0.03765079379081726,1.525303840637207,0.0003
4,2048,991,-0.009999999776482582,0.0008163378806784749,-0.03026810847222805,1.5415682792663574,0.0003
5,2560,1015,-0.009999999776482582,0.008093033917248249,-0.02036742866039276,1.5369244813919067,0.0003
6,3072,995,-0.009999999776482582,0.0017731307307258248,-0.0026824772357940674,1.525799036026001,0.0003
7,3584,1002,-0.009999999776482582,0.0012942039174959064,-0.03373909369111061,1.5234469175338745,0.0003
8,4096,1015,-0.009999999776482582,0.00566560635343194,-0.00647001713514328,1.5239894390106201,0.0003
9,4608,1026,-0.009999999776482582,0.0012454130919650197,-0.031096480786800385,1.504422664642334,0.0003
10,5120,1038,-0.009999999776482582,0.0028281155973672867,-0.011980295181274414,1.5077714920043945,0.0003
11,5632,1054,-0.009999999776482582,0.0017389398999512196,0.03763841465115547,1.5032482147216797,0.0003
12,6144,1068,-0.009999999776482582,0.0012566451914608479,-0.028046399354934692,1.497802495956421,0.0003
13,6656,1080,-0.009999999776482582,0.00048572925152257085,0.012866370379924774,1.5212838649749756,0.0003
14,7168,1084,-0.009999999776482582,0.0003759634855668992,-0.06328979134559631,1.5207343101501465,0.0003
15,7680,1087,-0.009999999776482582,0.004450619220733643,-0.05247707664966583,1.5167474746704102,0.0003
16,8192,1096,-0.009999999776482582,0.0014782804064452648,0.0013359375298023224,1.4736665487289429,0.0003
17,8704,1104,-0.009999999776482582,0.000749357626773417,-0.06095079332590103,1.4650346040725708,0.0003
18,9216,1111,-0.009999999776482582,0.0007513840682804585,-0.028417401015758514,1.5012565851211548,0.0003
19,9728,1113,-0.009999999776482582,0.011639324948191643,-0.06745489686727524,1.497450351715088,0.0003
20,10240,1118,-0.009999999776482582,0.0012338655069470406,-0.012521911412477493,1.4392527341842651,0.0003
21,10752,1124,-0.009999999776482582,0.00130970508325845,-0.051547057926654816,1.464322566986084,0.0003
22,11264,1129,-0.009999999776482582,0.00023578044783789665,-0.053595393896102905,1.5099178552627563,0.0003
23,11776,1134,-0.009999999776482582,0.00033220439217984676,-0.019255556166172028,1.4492722749710083,0.0003
24,12288,1136,-0.009999999776482582,0.003532084170728922,-0.0281226709485054,1.414506435394287,0.0003
25,12800,1139,-0.009999999776482582,0.0012887725606560707,-0.03881224989891052,1.4794639348983765,0.0003
